Date,Package,Title,year
2016-05-18,gamlss.mx,Fitting Mixture Distributions with GAMLSS,2016
2016-05-18,gamlss.util,GAMLSS Utilities,2016
2016-05-18,hht,The Hilbert-Huang Transform: Tools and Methods,2016
2016-05-18,NCA,Necessary Condition Analysis,2016
2016-05-18,popdemo,Demographic Modelling Using Projection Matrices,2016
2016-05-18,saasCNV,"Somatic Copy Number Alteration Analysis Using Sequencing and SNP
Array Data",2016
2016-05-18,tcpl,ToxCast Data Analysis Pipeline,2016
2016-05-17,dnc,Dynamic Network Clustering,2016
2016-05-17,RAppArmor,Bindings to AppArmor and Security Related Linux Tools,2016
2016-05-17,robustloggamma,Robust Estimation of the Generalized log Gamma Model,2016
2016-05-17,ThreeArmedTrials,"Design and Analysis of Clinical Non-Inferiority or Superiority
Trials with Active and Placebo Control",2016
2016-05-16,addhaz,Binomial and Multinomial Additive Hazards Models,2016
2016-05-16,clusterhap,Clustering Genotypes in Haplotypes,2016
2016-05-16,cp4p,Calibration Plot for Proteomics,2016
2016-05-16,LncPath,Identifying the Pathways Regulated by LncRNA Sets of Interest,2016
2016-05-16,PhySortR,"A Fast, Flexible Tool for Sorting Phylogenetic Trees",2016
2016-05-16,pRSR,Test of Periodicity using Response Surface Regression,2016
2016-05-16,saeRobust,Robust Small Area Estimation,2016
2016-05-16,SimplicialCubature,Integration of Functions Over Simplices,2016
2016-05-15,cystiSim,Agent-Based Model for Taenia_solium Transmission and Control,2016
2016-05-15,ExomeDepth,Calls Copy Number Variants from Targeted Sequence Data,2016
2016-05-15,Ryacas,R Interface to the Yacas Computer Algebra System,2016
2016-05-14,equivalence,Provides Tests and Graphics for Assessing Tests of Equivalence,2016
2016-05-14,lrmest,Different Types of Estimators to Deal with Multicollinearity,2016
2016-05-14,RcmdrPlugin.MPAStats,R Commander Plug-in for MPA Statistics,2016
2016-05-14,rollbar,Error Tracking and Logging,2016
2016-05-14,SSL,Semi-Supervised Learning,2016
2016-05-13,ada,The R Package Ada for Stochastic Boosting,2016
2016-05-13,BinNonNor,Data Generation with Binary and Continuous Non-Normal Components,2016
2016-05-13,DengueRT,"Parameter Estimates and Real-Time Prediction of a Single Dengue
Outbreak",2016
2016-05-13,HDInterval,Highest (Posterior) Density Intervals,2016
2016-05-13,HMVD,Group Association Test using a Hidden Markov Model,2016
2016-05-13,jaatha,Simulation-Based Maximum Likelihood Parameter Estimation,2016
2016-05-13,MLmetrics,Machine Learning Evaluation Metrics,2016
2016-05-13,PoisBinNonNor,"Data Generation with Poisson, Binary and Continuous Components",2016
2016-05-13,PoisBinOrd,"Data Generation with Poisson, Binary and Ordinal Components",2016
2016-05-13,RFormatter,R Source Code Formatter,2016
2016-05-13,rjstat,Read and Write 'JSON-stat' Data Sets,2016
2016-05-12,bartMachine,Bayesian Additive Regression Trees,2016
2016-05-12,cruts,"Interface to Climatic Research Unit Time-Series Version 3.21
Data",2016
2016-05-12,march,Markov Chains,2016
2016-05-12,mcga,"Machine Coded Genetic Algorithms for Real-Valued Optimization
Problems",2016
2016-05-12,spTest,Nonparametric Hypothesis Tests of Isotropy and Symmetry,2016
2016-05-11,descr,Descriptive Statistics,2016
2016-05-11,genderizeR,Gender Prediction Based on First Names,2016
2016-05-11,lambda.tools,Tools for Modeling Data with Functional Programming,2016
2016-05-11,norm2,Analysis of Incomplete Multivariate Data under a Normal Model,2016
2016-05-11,SetRank,Advanced Gene Set Enrichment Analysis,2016
2016-05-11,sigora,Signature Overrepresentation Analysis,2016
2016-05-10,assertive.datetimes,Assertions to Check Properties of Dates and Times,2016
2016-05-10,assertive.files,Assertions to Check Properties of Files,2016
2016-05-10,assertive.strings,Assertions to Check Properties of Strings,2016
2016-05-10,base64,Base64 Encoder and Decoder,2016
2016-05-10,CircNNTSR,"Statistical Analysis of Circular Data using Nonnegative
Trigonometric Sums (NNTS) Models",2016
2016-05-10,FeedbackTS,Analysis of Feedback in Time Series,2016
2016-05-10,osc,Orthodromic Spatial Clustering,2016
2016-05-10,rankhazard,Rank-Hazard Plots,2016
2016-05-10,RcmdrPlugin.RMTCJags,R MTC Jags 'Rcmdr' Plugin,2016
2016-05-10,RtutoR,Tutorial App for Learning R,2016
2016-05-10,splusTimeDate,Times and Dates from S-PLUS,2016
2016-05-10,StratSel,Strategic Selection Estimator,2016
2016-05-10,subdetect,Detect Subgroup with an Enhanced Treatment Effect,2016
2016-05-10,venn,Draw Venn Diagrams,2016
2016-05-09,assertive.numbers,Assertions to Check Properties of Numbers,2016
2016-05-09,highr,Syntax Highlighting for R Source Code,2016
2016-05-09,olctools,Open Location Code Handling in R,2016
2016-05-09,sdnet,Soft-Discretization-Based Bayesian Network Inference,2016
2016-05-08,concatenate,Human-Friendly Text from Unknown Strings,2016
2016-05-08,Ecfun,Functions for Ecdat,2016
2016-05-08,graphTweets,Visualise Twitter Interactions,2016
2016-05-07,geozoo,Zoo of Geometric Objects,2016
2016-05-07,LogicOpt,Truth Table Logic Optimizer,2016
2016-05-07,nasadata,Interface to Various NASA API's,2016
2016-05-07,ndtv,Network Dynamic Temporal Visualizations,2016
2016-05-07,PenCoxFrail,Regularization in Cox Frailty Models,2016
2016-05-06,lmem.gwaser,Linear Mixed Effects Models for Genome-Wide Association Studies,2016
2016-05-05,moult,Models for Analysing Moult in Birds,2016
2016-05-05,multiwayvcov,Multi-Way Standard Error Clustering,2016
2016-05-05,OjaNP,"Multivariate Methods Based on the Oja Median and Related
Concepts",2016
2016-05-05,parsec,Partial Orders in Socio-Economics,2016
2016-05-05,sld,"Estimation and Use of the Quantile-Based Skew Logistic
Distribution",2016
2016-05-04,gepaf,Google Encoded Polyline Algorithm Format,2016
2016-05-04,radiomics,Radiomic Image Processing Toolbox,2016
2016-05-04,surveybootstrap,Tools for the Bootstrap with Survey Data,2016
2016-05-03,ASSISTant,Adaptive Subgroup Selection in Group Sequential Trials,2016
2016-05-03,qmap,"Statistical Transformations for Post-Processing Climate Model
Output",2016
2016-05-03,recommenderlabJester,Jester Dataset for 'recommenderlab',2016
2016-05-03,SCI,"Standardized Climate Indices Such as SPI, SRI or SPEI",2016
2016-05-03,splusTimeSeries,Time Series from S-PLUS,2016
2016-05-02,geoR,Analysis of Geostatistical Data,2016
2016-05-02,highSCREEN,High Throughput Screening for Plate Based Essays,2016
2016-05-02,imputePSF,Impute Missing Data in Time Series Data with PSF Based Method,2016
2016-05-02,netcoh,Statistical Modeling with Network Cohesion,2016
2016-05-02,quhomology,"Calculation of Homology of Quandles, Racks, Biquandles and
Biracks",2016
2016-05-02,rasclass,Supervised Raster Image Classification,2016
2016-05-02,rcorpora,A Collection of Small Text Corpora of Interesting Data,2016
2016-05-02,shuffle,The Shuffle Estimator for Explainable Variance,2016
2016-05-02,TippingPoint,"Enhanced Tipping Point Displays the Results of Sensitivity
Analyses for Missing Data",2016
2016-05-01,DiscreteInverseWeibull,Discrete Inverse Weibull Distribution,2016
2016-05-01,DiscreteLaplace,Discrete Laplace Distributions,2016
2016-05-01,hetmeta,Heterogeneity Measures in Meta-Analysis,2016
2016-05-01,ljr,Logistic Joinpoint Regression,2016
2016-05-01,lvplot,Letter Value 'Boxplots',2016
2016-05-01,StressStrength,"Computation and Estimation of Reliability of Stress-Strength
Models",2016
2016-04-30,IAT,Cleaning and Visualizing Implicit Association Test (IAT) Data,2016
2016-04-30,pcIRT,IRT Models for Polytomous and Continuous Item Responses,2016
2016-04-30,plac,"A Pairwise Likelihood Augmented Cox Estimator for Left-Truncated
Data",2016
2016-04-29,ClusteredMutations,Location and Visualization of Clustered Somatic Mutations,2016
2016-04-29,fastclime,"A Fast Solver for Parameterized LP Problems, Constrained L1
Minimization Approach to Sparse Precision Matrix Estimation and
Dantzig Selector",2016
2016-04-29,googleformr,Collect Data Programmatically by POST Methods to Google Forms,2016
2016-04-29,remoter,Remote R: Control a Remote R Session from a Local One,2016
2016-04-28,CalibrateSSB,Weighting and Estimation for Panel Data with Non-Response,2016
2016-04-28,ClusterRankTest,Rank Tests for Clustered Data,2016
2016-04-28,EpiWeek,Conversion Between Epidemiological Weeks and Calendar Dates,2016
2016-04-28,ismev,An Introduction to Statistical Modeling of Extreme Values,2016
2016-04-27,CDROM,"Phylogenetically Classifies Retention Mechanisms of Duplicate
Genes from Gene Expression Data",2016
2016-04-27,codyn,Community Dynamics Metrics,2016
2016-04-27,CopyDetect,"Computing Statistical Indices to Detect Answer Copying on
Multiple-Choice Tests",2016
2016-04-27,ggdendro,Create Dendrograms and Tree Diagrams Using 'ggplot2',2016
2016-04-27,gProfileR,Interface to the 'g:Profiler' Toolkit,2016
2016-04-27,NAEPprimer,The NAEP Primer,2016
2016-04-27,pandocfilters,Pandoc Filters for R,2016
2016-04-26,crsnls,"Nonlinear Regression Parameters Estimation by 'CRS4HC' and
'CRS4HCe'",2016
2016-04-26,nat.nblast,"NeuroAnatomy Toolbox ('nat') Extension for Assessing Neuron
Similarity and Clustering",2016
2016-04-26,REREFACT,"Reordering and/or Reflecting Factors for Simulation Studies with
Exploratory Factor Analysis",2016
2016-04-26,RZabbix,R Module for Working with the 'Zabbix API',2016
2016-04-26,TransferEntropy,The Transfer Entropy Package,2016
2016-04-26,VecStatGraphs2D,Vector Analysis using Graphical and Analytical Methods in 2D,2016
2016-04-26,VSURF,Variable Selection Using Random Forests,2016
2016-04-25,beeswarm,"The Bee Swarm Plot, an Alternative to Stripchart",2016
2016-04-25,FinCovRegularization,Covariance Matrix Estimation and Regularization for Finance,2016
2016-04-25,genomeplot,'Plot genome wide values for all chromosomes',2016
2016-04-25,MissingDataGUI,A GUI for Missing Data Exploration,2016
2016-04-25,Rcsdp,R Interface to the CSDP Semidefinite Programming Library,2016
2016-04-25,RobAStRDA,"Interpolation Grids for Packages of the 'RobASt' - Family of
Packages",2016
2016-04-24,CEC,Cross-Entropy Clustering,2016
2016-04-24,distrDoc,Documentation for 'distr' Family of R Packages,2016
2016-04-24,humaniformat,A Parser for Human Names,2016
2016-04-24,mlmc,Multi-Level Monte Carlo,2016
2016-04-24,Rdsdp,R Interface to DSDP Semidefinite Programming Library,2016
2016-04-24,sparsesvd,Sparse Truncated Singular Value Decomposition (from 'SVDLIBC'),2016
2016-04-24,TELP,"Social Representation Theory Application: The Free Evocation of
Words Technique",2016
2016-04-23,distrRmetrics,Distribution Classes for Distributions from Rmetrics,2016
2016-04-23,distrSim,Simulation Classes Based on Package 'distr',2016
2016-04-23,distrTeach,"Extensions of Package 'distr' for Teaching
Stochastics/Statistics in Secondary School",2016
2016-04-23,distrTEst,Estimation and Testing Classes Based on Package 'distr',2016
2016-04-23,DrugClust,"Implementation of a Machine Learning Framework for Predicting
Drugs Side Effects",2016
2016-04-23,fdaPDE,"Functional Data Analysis and Partial Differential Equations;
Statistical Analysis of Functional and Spatial Data, Based on
Regression with Partial Differential Regularizations",2016
2016-04-23,IncucyteDRC,Dose Response Curves from Incucyte Proliferation Assays,2016
2016-04-23,MeanShift,Clustering via the Mean Shift Algorithm,2016
2016-04-23,Quandl,API Wrapper for Quandl.com,2016
2016-04-23,testthat,Unit Testing for R,2016
2016-04-22,aimPlot,Create Pie Like Plot for Completeness,2016
2016-04-22,bridgedist,"An Implementation of the Bridge Distribution with Logit-Link as
in Wang and Louis (2003)",2016
2016-04-22,discgolf,Discourse 'API' Client,2016
2016-04-22,edf,Read Data from European Data Format (EDF and EDF+) Files,2016
2016-04-22,hextri,Hexbin Plots with Triangles,2016
2016-04-22,tcR,Advanced Data Analysis of Immune Receptor Repertoires,2016
2016-04-22,uHMM,Construct an Unsupervised Hidden Markov Model,2016
2016-04-22,xkcdcolors,Color Names from the XKCD Color Survey,2016
2016-04-21,EEM,"Read and Preprocess Fluorescence Excitation-Emission Matrix
(EEM) Data",2016
2016-04-21,eyelinker,Load Raw Data from Eyelink Eye Trackers,2016
2016-04-21,falcon,"Finding Allele-Specific Copy Number in Next-Generation
Sequencing Data",2016
2016-04-21,rematch,Match Regular Expressions with a Nicer 'API',2016
2016-04-21,sdat,Signal Detection via Adaptive Test,2016
2016-04-20,biotic,Calculation of Freshwater Biotic Indices,2016
2016-04-20,rnpn,Interface to the National 'Phenology' Network 'API',2016
2016-04-19,capushe,CAlibrating Penalities Using Slope HEuristics,2016
2016-04-19,clpAPI,R Interface to C API of COIN-OR Clp,2016
2016-04-19,CountsEPPM,Mean and Variance Modeling of Count Data,2016
2016-04-19,DidacticBoost,A Simple Implementation and Demonstration of Gradient Boosting,2016
2016-04-19,disparityfilter,Disparity Filter Algorithm for Weighted Networks,2016
2016-04-19,eba,Elimination-by-Aspects Models,2016
2016-04-19,envlpaster,Enveloping the Aster Model,2016
2016-04-19,ergm.ego,"Fit, Simulate and Diagnose Exponential-Family Random Graph
Models to Egocentrically Sampled Network Data",2016
2016-04-19,ergm.rank,"Fit, Simulate and Diagnose Exponential-Family Models for
Rank-Order Relational Data",2016
2016-04-19,flowr,Streamlining Design and Deployment of Complex Workflows,2016
2016-04-19,funr,Simple Utility Providing Terminal Access to all R Functions,2016
2016-04-19,lfe,Linear Group Fixed Effects,2016
2016-04-19,multipleNCC,Weighted Cox-Regression for Nested Case-Control Data,2016
2016-04-19,nbpMatching,Functions for Optimal Non-Bipartite Matching,2016
2016-04-19,NlsyLinks,Utilities and Kinship Information for Research with the NLSY,2016
2016-04-19,params,Simplify Parameters,2016
2016-04-19,pks,Probabilistic Knowledge Structures,2016
2016-04-19,prototest,Inference on Prototypes from Clusters of Features,2016
2016-04-19,refnr,Refining Data Table Using a Set of Formulas,2016
2016-04-19,simsalapar,Tools for Simulation Studies in Parallel,2016
2016-04-19,StroupGLMM,"R Codes and Datasets for Generalized Linear Mixed Models: Modern
Concepts, Methods and Applications by Walter W. Stroup",2016
2016-04-18,GoodmanKruskal,Association Analysis for Categorical Variables,2016
2016-04-18,sgof,Multiple Hypothesis Testing,2016
2016-04-16,convertGraph,Convert Graphical Files Format,2016
2016-04-16,DOT,Render and Export DOT Graphs in R,2016
2016-04-16,EGRETci,"Exploration and Graphics for RivEr Trends (EGRET) Confidence
Intervals",2016
2016-04-16,keyplayer,Locating Key Players in Social Networks,2016
2016-04-16,PAactivPAL,"Summarize Daily Physical Activity from 'activPAL' Accelerometer
Data",2016
2016-04-16,solaR,Radiation and Photovoltaic Systems,2016
2016-04-16,sprex,Calculate Species Richness and Extrapolation Metrics,2016
2016-04-15,icd9,"Tools for Working with ICD-9 Codes, and Finding Comorbidities",2016
2016-04-15,pact,Predictive Analysis of Clinical Trials,2016
2016-04-15,tth,TeX to HTML/MathML Translators tth/ttm,2016
2016-04-14,brranching,Fetch 'Phylogenies' from Many Sources,2016
2016-04-14,io,A Unified Framework for Input-Output Operations in R,2016
2016-04-14,reservoir,"Tools for Analysis, Design, and Operation of Water Supply
Storages",2016
2016-04-13,DataCombine,Tools for Easily Combining and Cleaning Data Sets,2016
2016-04-13,ebGenotyping,"Genotyping and SNP Detection using Next Generation Sequencing
Data",2016
2016-04-13,ncf,Spatial Nonparametric Covariance Functions,2016
2016-04-13,sde,Simulation and Inference for Stochastic Differential Equations,2016
2016-04-13,stcov,Stein's Covariance Estimator,2016
2016-04-12,asaur,"Data Sets for ""Applied Survival Analysis Using R""""",2016
2016-04-12,CNVassoc,Association Analysis of CNV Data and Imputed SNPs,2016
2016-04-12,gencve,General Cross Validation Engine,2016
2016-04-12,gmailr,Access the Gmail RESTful API,2016
2016-04-12,hierarchicalSets,Set Data Visualization Using Hierarchies,2016
2016-04-12,nlshrink,"Non-Linear Shrinkage Estimation of Population Eigenvalues and
Covariance Matrices",2016
2016-04-12,progenyClust,Finding the Optimal Cluster Number Using Progeny Clustering,2016
2016-04-12,psytabs,Produce Well-Formatted Tables for Psychological Research,2016
2016-04-12,rYoutheria,Access to the YouTheria Mammal Trait Database,2016
2016-04-11,ELT,Experience Life Tables,2016
2016-04-11,PolyPatEx,Paternity Exclusion in Autopolyploid Species,2016
2016-04-10,analogueExtra,Additional Functions for Use with the Analogue Package,2016
2016-04-10,etma,Epistasis Test in Meta-Analysis,2016
2016-04-10,GiNA,High Throughput Phenotyping,2016
2016-04-10,greport,Graphical Reporting for Clinical Trials,2016
2016-04-10,mgarchBEKK,"Simulating, Estimating and Diagnosing MGARCH (BEKK and mGJR)
Processes",2016
2016-04-10,Sofi,Interfaz interactiva con fines didacticos,2016
