"";"text";"restaurante";"text_clean"
"2785";"sorte que consegui uma alma boa que deixou a gente entrar no carro e pedir um mc donalds se n eu estaria morrendo de fome neste minuto";"Lanchonete1";"sorte que consegui uma alma boa que deixou a gente entrar no carro e pedir um   se n eu estaria morrendo de fome neste minuto"
"2786";"to puta pq passei no mc donalds pra comer agr de madrugada e tava fechado!!! só dava p comprar se fosse no drive absurdo pq mc donalds daqui nunca fecha de madrugada!! único lugar p ir dps da balada e tava fechado";"Lanchonete1";"to puta pq passei no   pra comer agr de madrugada e tava fechado só dava p comprar se fosse no drive absurdo pq   daqui nunca fecha de madrugada único lugar p ir dps da balada e tava fechado"
"2787";"quando o rolê é de boa, mas você termina com ele mijando na praça do lado de casa e indo no mc donalds comer, é pq foi mt bom";"Lanchonete1";"quando o rolê é de boa mas você termina com ele mijando na praça do lado de casa e indo no   comer é pq foi mt bom"
"2788";"comer churrasquinho de 5 reais ? pratin na mão, sorriso no rosto, havaianas... não ligo, x-salada 3 por 10 ? pô bora !, pizza ? dividir o valor ? comigo mesmo, é alguém assim que quero pra mim, vem com frescura de “ ah me leva “ só na mc donalds, vai te lascar ! simplicidade semp";"Lanchonete1";"comer churrasquinho de  reais  pratin na mão sorriso no rosto havaianas não ligo xsalada  por   pô bora  pizza  dividir o valor  comigo mesmo é alguém assim que quero pra mim vem com frescura de  ah me leva  só na   vai te lascar  simplicidade semp"
"2789";"nossa senhora pq mc donalds é tão gostoso";"Lanchonete1";"nossa senhora pq   é tão gostoso"
"2790";"acho que vou no mc donalds, buscar um big mac, eu estou triste e com fome...";"Lanchonete1";"acho que vou no   buscar um big  eu estou triste e com fome"
"2791";"kkkkkkkkkkkkkkkkkkkkkkkkkkkk 
todo mundo tem aquele amigo que vai acabar trabalhando no mc donalds 

na minha rodinha eu sou essa amiga kkkkk rindo de nervoso";"Lanchonete1";"kkkkkkkkkkkkkkkkkkkkkkkkkkkk 
todo mundo tem aquele amigo que vai acabar trabalhando no   

na minha rodinha eu sou essa amiga kkkkk rindo de nervoso"
"2792";"mandando mensagem pra amanda bebada pedindo batata frita enquanto ela tá no mc donalds";"Lanchonete1";"mandando mensagem pra amanda bebada pedindo batata frita enquanto ela tá no  "
"2793";"#dateruim
combinei com um cara de me encontrar na frente do mc donalds, iríamos para a casa dele. no caminho uma viatura parou e perguntou se ele já tinha sido preso, ele falou que já 213. fui pesquisar, e descobri que era estupro. ele era tão lindo =(";"Lanchonete1";"#dateruim
combinei com um cara de me encontrar na frente do   iríamos para a casa dele no caminho uma viatura parou e perguntou se ele já tinha sido preso ele falou que já  fui pesquisar e descobri que era estupro ele era tão lindo ="
"2794";"sdds subway/mc donalds";"Lanchonete1";"sdds  "
"2795";"não ter dinheiro pra comer no mc donalds perto do serviço https://t.co/5lt5szjnx4";"Lanchonete1";"não ter dinheiro pra comer no   perto do serviço httpstcoltszjnx"
"2796";"meu sogro trouxe lanche do mc donalds pra mim ❤️";"Lanchonete1";"meu sogro trouxe lanche do   pra mim ❤️"
"2797";"hum....lanche novo e tals no mc donalds....ligaria pro delivery agora.....masss neh....kkk";"Lanchonete1";"humlanche novo e tals no  ligaria pro delivery agoramasss nehkkk"
"2798";"tudo que eu queria era um mc donalds, putaquepariu";"Lanchonete1";"tudo que eu queria era um   putaquepariu"
"2799";"hoje os donos de toda a rede mc donalds tava no maior mc donalds da américa latina (na av. henrique schaumann)";"Lanchonete1";"hoje os donos de toda a rede   tava no maior   da américa latina na av henrique schaumann"
"2800";"meu sonho é ter um mc donalds em casa 😌😍";"Lanchonete1";"meu sonho é ter um   em casa 😌😍"
"2801";"estou a um total de 4 dias sem mc donalds e já estou pirando";"Lanchonete1";"estou a um total de  dias sem   e já estou pirando"
"2802";"alguém me explica como que o cbo saiu do cardápio do mc donalds?????";"Lanchonete1";"alguém me explica como que o cbo saiu do cardápio do  "
"2803";"quero mc donalds mas so saiu do trabalho de madrugada e n tem 24hrs aqui perto aaaaaa";"Lanchonete1";"quero   mas so saiu do trabalho de madrugada e n tem hrs aqui perto aaaaaa"
"2804";"indignação do dia: fui ao mc almoçar com a miga e pedi o de sempre (cbo). aí a moça do caixa vem me dizer que o cbo saiu do cardápio. nunca mais volto ao mc donalds, não tem outro sanduíche tão bom quanto esse.";"Lanchonete1";"indignação do dia fui ao  almoçar com a miga e pedi o de sempre cbo aí a moça do caixa vem me dizer que o cbo saiu do cardápio nunca mais volto ao   não tem outro sanduíche tão bom quanto esse"
"2805";"tem o maior casalzão da porra aq na fila do mc donalds cmg!!!!!";"Lanchonete1";"tem o maior casalzão da porra aq na fila do   cmg"
"2806";"preciso de um mc donalds 😔";"Lanchonete1";"preciso de um   😔"
"2807";"boa noite só pra qm ficou trancado no mc donalds";"Lanchonete1";"boa noite só pra qm ficou trancado no  "
"2808";"sdds mc donalds";"Lanchonete1";"sdds  "
"2809";"não me manda nude não 
me manda um combo do mc donalds";"Lanchonete1";"não me manda nude não 
me manda um combo do  "
"2810";"comi mc donalds hoje, que delicia tava cm mta vontade";"Lanchonete1";"comi   hoje que delicia tava cm mta vontade"
"2811";"comer churrasquinho de 5 reais ? pratin na mão, sorriso no rosto, havaianas... não ligo, x-salada 3 por 10 ? pô bora !, pizza ? dividir o valor ? comigo mesmo, é alguém assim que quero pra mim, vem com frescura de “ ah me leva “ só no mc donalds, vai te lascar ! simplicidade é td";"Lanchonete1";"comer churrasquinho de  reais  pratin na mão sorriso no rosto havaianas não ligo xsalada  por   pô bora  pizza  dividir o valor  comigo mesmo é alguém assim que quero pra mim vem com frescura de  ah me leva  só no   vai te lascar  simplicidade é td"
"2812";"tamo com 2 kitao tamo mais mec que o mc donalds";"Lanchonete1";"tamo com  kitao tamo mais mec que o  "
"2813";"depois que comecei a comer hamburguer artesanal eu juro que não consigo ver graça nenhuma em mc donalds, parece uma sola de sapato de tão ruim";"Lanchonete1";"depois que comecei a comer hamburguer artesanal eu juro que não consigo ver graça nenhuma em   parece uma sola de sapato de tão ruim"
"2814";"eu acho broxante dms vc ir no bk ou no mc donalds e pedir lanche d frango ou peixe";"Lanchonete1";"eu acho broxante dms vc ir no  ou no   e pedir lanche d frango ou peixe"
"2815";"não tem coisa melhor que a tortinha de banana do mc donalds ❤️";"Lanchonete1";"não tem coisa melhor que a tortinha de banana do   ❤️"
"2816";"não sei se devo comer mc donalds";"Lanchonete1";"não sei se devo comer  "
"2817";"@danestacom aí meu zeus, sou mais uma vítima da doutrinação!!...ah é, já odiava mc donalds antes do filme hahaha";"Lanchonete1";"danestacom aí meu zeus sou mais uma vítima da doutrinaçãoah é já odiava   antes do filme hahaha"
"2818";"me pergunto se algum dia eu vou deixar de amar mc donalds.
(mesmo fazendo mal e etc)";"Lanchonete1";"me pergunto se algum dia eu vou deixar de amar  
mesmo fazendo mal e etc"
"2819";"meu pai é um quadro cara kkkkkkk trouxe ele no mc donalds com uma camiseta da herbalife escutando o jogo do brasil assim p todo mundo ouvir";"Lanchonete1";"meu pai é um quadro cara kkkkkkk trouxe ele no   com uma camiseta da herbalife escutando o jogo do brasil assim p todo mundo ouvir"
"2820";"feliz como um mc lanche do mc donalds";"Lanchonete1";"feliz como um  lanche do  "
"2821";"deus, tira de mim esse amor por mc donalds";"Lanchonete1";"deus tira de mim esse amor por  "
"2822";"tudo o que eu queria agorinha é comer um lanche completo do mc donalds";"Lanchonete1";"tudo o que eu queria agorinha é comer um lanche completo do  "
"2823";"mc donalds da taquara pode abrir ja";"Lanchonete1";"  da taquara pode abrir ja"
"2824";"eu vou fazer um controle de quanto eu gasto em mc donalds por mês";"Lanchonete1";"eu vou fazer um controle de quanto eu gasto em   por mês"
"2825";"meu deus eu só queria q alguém aparecesse falando vamo no mc donalds";"Lanchonete1";"meu deus eu só queria q alguém aparecesse falando vamo no  "
"2826";"eu venho mais do que deveria ao mc donalds";"Lanchonete1";"eu venho mais do que deveria ao  "
"2827";"melhor que mc donalds é só o mectreffff!!!
8 de dezembro - zoomp music
um dos melhores de cariacica
ingressos a venda - dm
#mectref8du12 https://t.co/kvxsxeehrr";"Lanchonete1";"melhor que   é só o mectreffff
 de dezembro  zoomp music
um dos melhores de cariacica
ingressos a venda  dm
#mectrefdu httpstcokvxsxeehrr"
"2828";"gente pq o mc donalds tá fazendo isso com as viciadas em queijo no caso eu mesma https://t.co/tzbfexjipt";"Lanchonete1";"gente pq o   tá fazendo isso com as viciadas em queijo no caso eu mesma httpstcotzbfexjipt"
"2829";"tô com vontade de ir no mc donalds comprar um big mc e partir pra praia passar a noite toda sozinho lá";"Lanchonete1";"tô com vontade de ir no   comprar um big  e partir pra praia passar a noite toda sozinho lá"
"2830";"queria mt que alguém me trouxesse um mc donalds";"Lanchonete1";"queria mt que alguém me trouxesse um  "
"2831";"@surveys4you pequenos preços mc donalds";"Lanchonete1";"surveysyou pequenos preços  "
"2832";"nossasinhora só preciso desse novo hambúrguer do mc donalds na minha vida";"Lanchonete1";"nossasinhora só preciso desse novo hambúrguer do   na minha vida"
"2833";"tô afim de comer no mc donalds";"Lanchonete1";"tô afim de comer no  "
"2834";"com um precinho que nem chega perto de um lanche do mc donalds. venham conferir. https://t.co/9yij4tscco";"Lanchonete1";"com um precinho que nem chega perto de um lanche do   venham conferir httpstcoyijtscco"
"2835";"vai abrir um mc donalds do ladin da minha casa,,,,,, quem vamos falir?";"Lanchonete1";"vai abrir um   do ladin da minha casa quem vamos falir"
"2836";"eu e leo estávamos a três dias só se alimentando de mc donalds.";"Lanchonete1";"eu e leo estávamos a três dias só se alimentando de  "
"2837";"ai eu queria pedir lanche mas novamente n sera possivel aproveitar a promoção sem alguem pra comer junto
entao me sobrou mc donalds";"Lanchonete1";"ai eu queria pedir lanche mas novamente n sera possivel aproveitar a promoção sem alguem pra comer junto
entao me sobrou  "
"2838";"@babisbarbalho isso e ficha do que passei na mc donalds que mais um pouco eu mesma teria que fazer meu lanche";"Lanchonete1";"babisbarbalho isso e ficha do que passei na   que mais um pouco eu mesma teria que fazer meu lanche"
"2839";"mc donalds da taquara pode abrir ja";"Lanchonete1";"  da taquara pode abrir ja"
"2840";"meu sonho é de princesa é alguem comprar o mc donalds pra mim https://t.co/qzbkjq7dwo";"Lanchonete1";"meu sonho é de princesa é alguem comprar o   pra mim httpstcoqzjqdwo"
"2841";"eu nunca fui fã de mc donalds, nem desses lanches e tal , mais hoje tive que apelar pra ele , mais um peso na consciência infernal .";"Lanchonete1";"eu nunca fui fã de   nem desses lanches e tal  mais hoje tive que apelar pra ele  mais um peso na consciência infernal "
"2842";"minha cunhada que nunca veio numa cidade pequena na vida: vamo no mc donalds?";"Lanchonete1";"minha cunhada que nunca veio numa cidade pequena na vida vamo no  "
"2843";"uns querem namorar,eu só quero lanches do mc donalds de graça";"Lanchonete1";"uns querem namorareu só quero lanches do   de graça"
"2844";"mais dois alunos me dizendo que não pisam mais no mc donalds depois de assistiram fome de poder. alô escola sem partido, cadeia pra mim";"Lanchonete1";"mais dois alunos me dizendo que não pisam mais no   depois de assistiram fome de poder alô escola sem partido cadeia pra mim"
"2845";"quero me casar com o mc donalds kk";"Lanchonete1";"quero me casar com o   kk"
"2846";"só to mais calma porque serei levada ao mc donalds";"Lanchonete1";"só to mais calma porque serei levada ao  "
"2847";"acho que eu vou no mc donalds sozinho , mo fome";"Lanchonete1";"acho que eu vou no   sozinho  mo fome"
"2848";"breno peidou de pia no mc donalds,vou partir";"Lanchonete1";"breno peidou de pia no  vou partir"
"2849";"luanny me obrigou a ir comer no mc donalds com ela, não pude negar.";"Lanchonete1";"luanny me obrigou a ir comer no   com ela não pude negar"
"2850";"@virtualarissa facil a beça, passa do mc donalds e entra na rua da padaria";"Lanchonete1";"virtualarissa facil a beça passa do   e entra na rua da padaria"
"2851";"a bianca me perguntou se eu sabia qnts vezes eu ja fui no mc donalds e eu fiquei tipo que
isso é serio? q aleatorio vey";"Lanchonete1";"a bianca me perguntou se eu sabia qnts vezes eu ja fui no   e eu fiquei tipo que
isso é serio q aleatorio vey"
"2852";"nem acredito que finalmente reformaram o mc donalds do baixo meier. agora não tem mais pombo";"Lanchonete1";"nem acredito que finalmente reformaram o   do baixo meier agora não tem mais pombo"
"2853";"quem vai gasta dinheiro pra comer mc donalds hj pq é um lariquento fdp??? eu mesmo";"Lanchonete1";"quem vai gasta dinheiro pra comer   hj pq é um lariquento fdp eu mesmo"
"2854";"to com uma puta vontade de comer no mc donalds";"Lanchonete1";"to com uma puta vontade de comer no  "
"2855";"marina chorando na mc donalds";"Lanchonete1";"marina chorando na  "
"2856";"tô com vontade de comer:
pizza, brigadeiro, pipoca, japa, bolo de chocolate, coxinha, mc donalds, salgadinho de festa, batata frita com cheddar e bacon do habbibs. 
e o que vou comer disso tudo? nada.";"Lanchonete1";"tô com vontade de comer
pizza brigadeiro pipoca japa bolo de chocolate coxinha   salgadinho de festa batata frita com cheddar e bacon do habbibs 
e o que vou comer disso tudo nada"
"2857";"comer churrasquinho de 5 reais? pratin na mão, sorriso no rosto, havaianas.. não ligo, pizza ? dividir o valor? cmg mesmo, é algm assim q qro pra mim, vem com frescura de “a me leva“ só na mc donalds, vai te lascar! vamo de filmin no note até pelo celular eu topo! tem frescura n!";"Lanchonete1";"comer churrasquinho de  reais pratin na mão sorriso no rosto havaianas não ligo pizza  dividir o valor cmg mesmo é algm assim q qro pra mim vem com frescura de a me leva só na   vai te lascar vamo de filmin no note até pelo celular eu topo tem frescura n"
"2858";"sdds mc donalds";"Lanchonete1";"sdds  "
"2859";"mano, eu queria ir no mc donalds, mas minha mãe fez cachorro quente, ai só de raiva eu fui e comi 3. não sou obrigado.";"Lanchonete1";"mano eu queria ir no   mas minha mãe fez cachorro quente ai só de raiva eu fui e comi  não sou obrigado"
"2860";"luiz guilherme já adora a casquinha do mc donalds 😂😍";"Lanchonete1";"luiz guilherme já adora a casquinha do   😂😍"
"2861";"[14/11 20:10] mãe 😍👑: levo lanche
[14/11 20:10] felipe dutra: vai trazer ?
[14/11 20:11] mãe 😍👑: sim
[14/11 20:11] felipe dutra: que lanche ?
[14/11 20:11] mãe 😍👑: serve do mc donalds ?
[14/11 20:11] felipe dutra: com certeza 😍";"Lanchonete1";"  mãe 😍👑 levo lanche
  felipe dutra vai trazer 
  mãe 😍👑 sim
  felipe dutra que lanche 
  mãe 😍👑 serve do   
  felipe dutra com certeza 😍"
"2862";"sou q nem criança: vou no shopping e ja associo a mc donalds";"Lanchonete1";"sou q nem criança vou no shopping e ja associo a  "
